runs_to_be_scored,balls_remaining,wickets_remaining,label,match_winner
84.0,33.0,7.0,1,0.0
83.0,32.0,7.0,1,0.0
82.0,31.0,7.0,1,0.0
76.0,30.0,7.0,1,0.0
74.0,29.0,7.0,1,0.0
73.0,28.0,7.0,1,0.0
69.0,27.0,7.0,1,0.0
68.0,26.0,7.0,1,0.0
67.0,25.0,7.0,1,0.0
65.0,24.0,7.0,1,0.0
64.0,23.0,7.0,1,0.0
63.0,22.0,7.0,1,0.0
62.0,21.0,7.0,1,0.0
58.0,20.0,7.0,1,0.0
57.0,19.0,7.0,1,0.0
55.0,18.0,7.0,1,0.0
54.0,17.0,7.0,1,0.0
53.0,16.0,7.0,1,0.0
51.0,15.0,7.0,1,0.0
51.0,14.0,6.0,1,0.0
50.0,13.0,6.0,1,0.0
50.0,12.0,6.0,1,0.0
49.0,11.0,6.0,1,0.0
48.0,10.0,6.0,1,0.0
47.0,9.0,6.0,1,0.0
46.0,8.0,6.0,1,0.0
44.0,7.0,6.0,1,0.0
43.0,6.0,6.0,1,0.0
42.0,5.0,6.0,1,0.0
41.0,4.0,6.0,1,0.0
41.0,3.0,6.0,1,0.0
35.0,2.0,6.0,1,0.0
34.0,1.0,6.0,1,0.0
34.0,0.0,6.0,1,0.0
130.0,119.0,10.0,0,1.0
130.0,118.0,10.0,0,1.0
130.0,117.0,10.0,0,1.0
130.0,116.0,10.0,0,1.0
126.0,115.0,10.0,0,1.0
122.0,114.0,10.0,0,1.0
118.0,113.0,10.0,0,1.0
114.0,112.0,10.0,0,1.0
110.0,111.0,10.0,0,1.0
110.0,110.0,9.0,0,1.0
110.0,109.0,9.0,0,1.0
109.0,109.0,9.0,0,1.0
109.0,108.0,9.0,0,1.0
109.0,107.0,9.0,0,1.0
105.0,106.0,9.0,0,1.0
105.0,105.0,9.0,0,1.0
104.0,104.0,9.0,0,1.0
104.0,103.0,9.0,0,1.0
104.0,102.0,9.0,0,1.0
103.0,101.0,9.0,0,1.0
103.0,100.0,9.0,0,1.0
99.0,99.0,9.0,0,1.0
98.0,98.0,9.0,0,1.0
94.0,97.0,9.0,0,1.0
94.0,96.0,9.0,0,1.0
94.0,95.0,9.0,0,1.0
93.0,94.0,9.0,0,1.0
87.0,93.0,9.0,0,1.0
83.0,92.0,9.0,0,1.0
83.0,91.0,9.0,0,1.0
82.0,90.0,9.0,0,1.0
82.0,89.0,9.0,0,1.0
81.0,89.0,9.0,0,1.0
80.0,88.0,9.0,0,1.0
80.0,87.0,9.0,0,1.0
76.0,86.0,9.0,1,1.0
75.0,85.0,9.0,1,1.0
75.0,84.0,9.0,1,1.0
74.0,83.0,9.0,1,1.0
73.0,82.0,9.0,1,1.0
73.0,81.0,9.0,1,1.0
73.0,80.0,9.0,1,1.0
72.0,79.0,9.0,1,1.0
71.0,78.0,9.0,1,1.0
70.0,77.0,9.0,1,1.0
66.0,76.0,9.0,1,1.0
65.0,76.0,9.0,1,1.0
65.0,75.0,9.0,1,1.0
61.0,74.0,9.0,1,1.0
59.0,73.0,9.0,1,1.0
59.0,72.0,9.0,1,1.0
59.0,71.0,9.0,1,1.0
58.0,70.0,9.0,1,1.0
54.0,69.0,9.0,1,1.0
54.0,68.0,9.0,1,1.0
53.0,67.0,9.0,1,1.0
52.0,66.0,9.0,1,1.0
52.0,65.0,9.0,1,1.0
51.0,65.0,9.0,1,1.0
47.0,64.0,9.0,1,1.0
46.0,63.0,9.0,1,1.0
45.0,62.0,9.0,1,1.0
45.0,61.0,9.0,1,1.0
44.0,60.0,9.0,1,1.0
43.0,59.0,9.0,1,1.0
42.0,58.0,9.0,1,1.0
38.0,57.0,9.0,1,1.0
37.0,56.0,9.0,1,1.0
36.0,55.0,9.0,1,1.0
35.0,54.0,9.0,1,1.0
34.0,53.0,9.0,1,1.0
33.0,52.0,9.0,1,1.0
31.0,51.0,9.0,1,1.0
30.0,50.0,9.0,1,1.0
30.0,49.0,9.0,1,1.0
30.0,48.0,9.0,1,1.0
29.0,47.0,9.0,1,1.0
28.0,46.0,9.0,1,1.0
27.0,45.0,9.0,1,1.0
26.0,44.0,9.0,1,1.0
25.0,43.0,9.0,1,1.0
20.0,43.0,9.0,1,1.0
19.0,42.0,9.0,1,1.0
18.0,41.0,9.0,1,1.0
18.0,40.0,9.0,1,1.0
17.0,39.0,9.0,1,1.0
16.0,38.0,9.0,1,1.0
15.0,37.0,9.0,1,1.0
15.0,36.0,9.0,1,1.0
14.0,36.0,9.0,1,1.0
13.0,35.0,9.0,1,1.0
9.0,34.0,9.0,1,1.0
7.0,33.0,9.0,1,1.0
3.0,32.0,9.0,1,1.0
2.0,31.0,9.0,1,1.0
2.0,30.0,9.0,1,1.0
-2.0,29.0,9.0,1,1.0
110.0,119.0,10.0,0,1.0
106.0,118.0,10.0,0,1.0
106.0,117.0,10.0,0,1.0
105.0,116.0,10.0,0,1.0
105.0,115.0,10.0,0,1.0
105.0,114.0,10.0,0,1.0
105.0,113.0,10.0,0,1.0
105.0,112.0,9.0,0,1.0
105.0,111.0,9.0,0,1.0
103.0,110.0,9.0,0,1.0
99.0,109.0,9.0,0,1.0
95.0,108.0,9.0,0,1.0
95.0,107.0,8.0,0,1.0
95.0,106.0,8.0,0,1.0
94.0,105.0,8.0,0,1.0
94.0,104.0,8.0,0,1.0
94.0,103.0,8.0,0,1.0
93.0,102.0,8.0,0,1.0
93.0,101.0,8.0,0,1.0
93.0,100.0,8.0,0,1.0
92.0,99.0,8.0,0,1.0
91.0,98.0,8.0,0,1.0
91.0,97.0,8.0,0,1.0
90.0,96.0,8.0,0,1.0
90.0,95.0,8.0,0,1.0
90.0,94.0,7.0,0,1.0
90.0,93.0,7.0,0,1.0
89.0,92.0,7.0,0,1.0
89.0,91.0,7.0,0,1.0
88.0,90.0,7.0,0,1.0
87.0,89.0,7.0,0,1.0
87.0,88.0,7.0,0,1.0
87.0,87.0,7.0,0,1.0
87.0,86.0,7.0,0,1.0
86.0,85.0,7.0,0,1.0
85.0,84.0,7.0,0,1.0
85.0,83.0,7.0,0,1.0
85.0,82.0,7.0,0,1.0
85.0,81.0,7.0,0,1.0
80.0,81.0,7.0,1,1.0
80.0,80.0,7.0,1,1.0
79.0,79.0,7.0,1,1.0
78.0,78.0,7.0,1,1.0
78.0,77.0,7.0,1,1.0
77.0,76.0,7.0,1,1.0
77.0,75.0,7.0,1,1.0
77.0,74.0,7.0,1,1.0
77.0,73.0,7.0,1,1.0
77.0,72.0,7.0,1,1.0
77.0,71.0,7.0,1,1.0
77.0,70.0,7.0,1,1.0
77.0,69.0,7.0,1,1.0
76.0,69.0,7.0,1,1.0
76.0,68.0,7.0,1,1.0
76.0,67.0,7.0,1,1.0
76.0,66.0,7.0,1,1.0
74.0,65.0,7.0,1,1.0
74.0,64.0,7.0,1,1.0
73.0,64.0,7.0,1,1.0
73.0,63.0,7.0,1,1.0
73.0,62.0,7.0,1,1.0
73.0,61.0,7.0,1,1.0
73.0,60.0,7.0,1,1.0
73.0,59.0,7.0,1,1.0
73.0,58.0,7.0,1,1.0
67.0,57.0,7.0,1,1.0
67.0,56.0,7.0,1,1.0
66.0,55.0,7.0,1,1.0
62.0,54.0,7.0,1,1.0
62.0,53.0,7.0,1,1.0
58.0,52.0,7.0,1,1.0
57.0,51.0,7.0,1,1.0
56.0,51.0,7.0,1,1.0
51.0,51.0,7.0,1,1.0
50.0,50.0,7.0,1,1.0
49.0,49.0,7.0,1,1.0
48.0,49.0,7.0,1,1.0
47.0,48.0,7.0,1,1.0
46.0,48.0,7.0,1,1.0
46.0,47.0,7.0,1,1.0
46.0,46.0,7.0,1,1.0
45.0,45.0,7.0,1,1.0
44.0,45.0,7.0,1,1.0
44.0,44.0,7.0,1,1.0
43.0,43.0,7.0,1,1.0
43.0,42.0,6.0,1,1.0
42.0,41.0,6.0,1,1.0
42.0,40.0,6.0,1,1.0
42.0,39.0,6.0,1,1.0
41.0,38.0,6.0,1,1.0
40.0,37.0,6.0,1,1.0
34.0,36.0,6.0,1,1.0
33.0,35.0,6.0,1,1.0
33.0,34.0,6.0,1,1.0
32.0,33.0,6.0,1,1.0
31.0,32.0,6.0,1,1.0
30.0,31.0,6.0,1,1.0
30.0,30.0,6.0,1,1.0
30.0,29.0,6.0,1,1.0
29.0,28.0,6.0,1,1.0
28.0,27.0,6.0,1,1.0
28.0,26.0,6.0,1,1.0
28.0,25.0,6.0,1,1.0
24.0,24.0,6.0,1,1.0
24.0,23.0,6.0,1,1.0
23.0,22.0,6.0,1,1.0
23.0,21.0,5.0,1,1.0
22.0,20.0,5.0,1,1.0
21.0,19.0,5.0,1,1.0
21.0,18.0,5.0,1,1.0
20.0,17.0,5.0,1,1.0
19.0,16.0,5.0,1,1.0
18.0,15.0,5.0,1,1.0
18.0,14.0,5.0,1,1.0
12.0,13.0,5.0,1,1.0
8.0,12.0,5.0,1,1.0
7.0,11.0,5.0,1,1.0
6.0,10.0,5.0,1,1.0
6.0,9.0,5.0,1,1.0
5.0,8.0,5.0,1,1.0
5.0,7.0,5.0,1,1.0
-1.0,6.0,5.0,1,1.0
166.0,119.0,10.0,0,1.0
165.0,118.0,10.0,0,1.0
165.0,117.0,10.0,0,1.0
164.0,116.0,10.0,0,1.0
160.0,115.0,10.0,0,1.0
156.0,114.0,10.0,0,1.0
156.0,113.0,10.0,0,1.0
156.0,112.0,10.0,0,1.0
156.0,111.0,10.0,0,1.0
156.0,110.0,10.0,0,1.0
156.0,109.0,10.0,0,1.0
155.0,108.0,10.0,0,1.0
155.0,107.0,10.0,0,1.0
151.0,106.0,10.0,0,1.0
150.0,105.0,10.0,0,1.0
149.0,104.0,10.0,0,1.0
145.0,103.0,10.0,0,1.0
144.0,102.0,10.0,0,1.0
144.0,101.0,10.0,0,1.0
143.0,100.0,10.0,0,1.0
142.0,99.0,10.0,0,1.0
141.0,98.0,10.0,0,1.0
140.0,97.0,10.0,0,1.0
139.0,96.0,10.0,0,1.0
135.0,95.0,10.0,0,1.0
134.0,94.0,10.0,0,1.0
130.0,93.0,10.0,0,1.0
130.0,92.0,10.0,0,1.0
129.0,92.0,10.0,0,1.0
129.0,91.0,10.0,0,1.0
129.0,90.0,9.0,0,1.0
128.0,89.0,9.0,0,1.0
128.0,88.0,9.0,0,1.0
128.0,87.0,9.0,0,1.0
127.0,86.0,9.0,0,1.0
126.0,85.0,9.0,0,1.0
126.0,84.0,9.0,0,1.0
125.0,83.0,9.0,0,1.0
125.0,82.0,9.0,0,1.0
121.0,81.0,9.0,0,1.0
121.0,80.0,9.0,0,1.0
121.0,79.0,9.0,0,1.0
120.0,78.0,9.0,0,1.0
118.0,77.0,9.0,0,1.0
117.0,76.0,9.0,0,1.0
116.0,75.0,9.0,0,1.0
115.0,74.0,9.0,0,1.0
114.0,73.0,9.0,0,1.0
112.0,72.0,9.0,0,1.0
106.0,71.0,9.0,0,1.0
100.0,70.0,9.0,0,1.0
99.0,70.0,9.0,0,1.0
99.0,69.0,9.0,0,1.0
98.0,68.0,9.0,0,1.0
98.0,67.0,8.0,0,1.0
97.0,66.0,8.0,0,1.0
96.0,65.0,8.0,0,1.0
92.0,64.0,8.0,0,1.0
91.0,63.0,8.0,1,1.0
91.0,62.0,8.0,1,1.0
90.0,61.0,8.0,1,1.0
90.0,60.0,7.0,1,1.0
89.0,59.0,7.0,1,1.0
88.0,58.0,7.0,1,1.0
88.0,57.0,7.0,1,1.0
87.0,56.0,7.0,1,1.0
87.0,55.0,7.0,1,1.0
86.0,54.0,7.0,1,1.0
85.0,53.0,7.0,1,1.0
81.0,52.0,7.0,1,1.0
80.0,51.0,7.0,1,1.0
79.0,50.0,7.0,1,1.0
73.0,49.0,7.0,1,1.0
72.0,48.0,7.0,1,1.0
72.0,47.0,7.0,1,1.0
68.0,46.0,7.0,1,1.0
64.0,45.0,7.0,1,1.0
64.0,44.0,7.0,1,1.0
63.0,43.0,7.0,1,1.0
62.0,42.0,7.0,1,1.0
61.0,41.0,7.0,1,1.0
60.0,41.0,7.0,1,1.0
60.0,40.0,7.0,1,1.0
60.0,39.0,6.0,1,1.0
60.0,38.0,6.0,1,1.0
59.0,38.0,6.0,1,1.0
59.0,37.0,6.0,1,1.0
57.0,36.0,6.0,1,1.0
56.0,35.0,6.0,1,1.0
55.0,34.0,6.0,1,1.0
54.0,33.0,6.0,1,1.0
50.0,32.0,6.0,1,1.0
49.0,31.0,6.0,1,1.0
48.0,30.0,6.0,1,1.0
47.0,29.0,6.0,1,1.0
43.0,28.0,6.0,1,1.0
42.0,27.0,6.0,1,1.0
42.0,26.0,6.0,1,1.0
41.0,25.0,6.0,1,1.0
40.0,24.0,6.0,1,1.0
34.0,23.0,6.0,1,1.0
33.0,22.0,6.0,1,1.0
32.0,21.0,6.0,1,1.0
31.0,20.0,6.0,1,1.0
30.0,19.0,6.0,1,1.0
30.0,18.0,6.0,1,1.0
24.0,17.0,6.0,1,1.0
23.0,16.0,6.0,1,1.0
22.0,15.0,6.0,1,1.0
21.0,14.0,6.0,1,1.0
17.0,13.0,6.0,1,1.0
11.0,12.0,6.0,1,1.0
10.0,11.0,6.0,1,1.0
6.0,10.0,6.0,1,1.0
5.0,9.0,6.0,1,1.0
5.0,8.0,5.0,1,1.0
3.0,7.0,5.0,1,1.0
3.0,6.0,5.0,1,1.0
2.0,5.0,5.0,1,1.0
1.0,5.0,5.0,1,1.0
1.0,4.0,5.0,1,1.0
1.0,3.0,5.0,1,1.0
0.0,2.0,5.0,1,1.0
167.0,119.0,10.0,0,1.0
166.0,119.0,10.0,0,1.0
166.0,118.0,10.0,0,1.0
166.0,117.0,10.0,0,1.0
166.0,116.0,10.0,0,1.0
162.0,115.0,10.0,0,1.0
161.0,114.0,10.0,0,1.0
161.0,113.0,9.0,0,1.0
160.0,113.0,9.0,0,1.0
160.0,112.0,9.0,0,1.0
159.0,111.0,9.0,0,1.0
159.0,110.0,9.0,0,1.0
159.0,109.0,9.0,0,1.0
154.0,109.0,9.0,0,1.0
154.0,108.0,9.0,0,1.0
152.0,107.0,9.0,0,1.0
148.0,106.0,9.0,0,1.0
148.0,105.0,8.0,0,1.0
147.0,104.0,8.0,0,1.0
145.0,104.0,8.0,0,1.0
145.0,103.0,8.0,0,1.0
139.0,102.0,8.0,0,1.0
138.0,102.0,8.0,0,1.0
138.0,101.0,8.0,0,1.0
138.0,100.0,8.0,0,1.0
136.0,99.0,8.0,0,1.0
135.0,99.0,8.0,0,1.0
129.0,98.0,8.0,0,1.0
129.0,97.0,8.0,0,1.0
125.0,96.0,8.0,0,1.0
124.0,95.0,8.0,0,1.0
124.0,94.0,8.0,0,1.0
123.0,93.0,8.0,0,1.0
119.0,92.0,8.0,0,1.0
119.0,91.0,7.0,0,1.0
119.0,90.0,7.0,0,1.0
115.0,89.0,7.0,0,1.0
115.0,88.0,7.0,0,1.0
114.0,87.0,7.0,0,1.0
114.0,86.0,7.0,0,1.0
114.0,85.0,7.0,0,1.0
114.0,84.0,7.0,0,1.0
113.0,83.0,7.0,0,1.0
107.0,82.0,7.0,0,1.0
107.0,81.0,7.0,0,1.0
107.0,80.0,7.0,0,1.0
107.0,79.0,7.0,0,1.0
107.0,78.0,7.0,0,1.0
106.0,77.0,7.0,0,1.0
106.0,76.0,7.0,0,1.0
106.0,75.0,7.0,0,1.0
105.0,74.0,7.0,0,1.0
104.0,74.0,7.0,0,1.0
103.0,73.0,7.0,0,1.0
102.0,72.0,7.0,0,1.0
96.0,71.0,7.0,0,1.0
95.0,70.0,7.0,0,1.0
95.0,69.0,7.0,0,1.0
95.0,68.0,7.0,0,1.0
91.0,67.0,7.0,0,1.0
91.0,66.0,7.0,0,1.0
87.0,65.0,7.0,1,1.0
86.0,64.0,7.0,1,1.0
85.0,63.0,7.0,1,1.0
81.0,62.0,7.0,1,1.0
80.0,61.0,7.0,1,1.0
80.0,60.0,7.0,1,1.0
79.0,59.0,7.0,1,1.0
75.0,58.0,7.0,1,1.0
74.0,57.0,7.0,1,1.0
74.0,56.0,7.0,1,1.0
68.0,55.0,7.0,1,1.0
68.0,54.0,7.0,1,1.0
68.0,53.0,7.0,1,1.0
68.0,52.0,6.0,1,1.0
67.0,52.0,6.0,1,1.0
67.0,51.0,6.0,1,1.0
67.0,50.0,6.0,1,1.0
66.0,49.0,6.0,1,1.0
65.0,48.0,6.0,1,1.0
64.0,47.0,6.0,1,1.0
63.0,46.0,6.0,1,1.0
61.0,45.0,6.0,1,1.0
55.0,44.0,6.0,1,1.0
53.0,43.0,6.0,1,1.0
53.0,42.0,6.0,1,1.0
53.0,41.0,6.0,1,1.0
49.0,40.0,6.0,1,1.0
48.0,39.0,6.0,1,1.0
47.0,38.0,6.0,1,1.0
43.0,37.0,6.0,1,1.0
42.0,37.0,6.0,1,1.0
40.0,36.0,6.0,1,1.0
36.0,35.0,6.0,1,1.0
35.0,34.0,6.0,1,1.0
31.0,33.0,6.0,1,1.0
31.0,32.0,6.0,1,1.0
25.0,31.0,6.0,1,1.0
25.0,30.0,6.0,1,1.0
24.0,29.0,6.0,1,1.0
20.0,28.0,6.0,1,1.0
20.0,27.0,6.0,1,1.0
20.0,26.0,6.0,1,1.0
16.0,25.0,6.0,1,1.0
15.0,24.0,6.0,1,1.0
15.0,23.0,6.0,1,1.0
15.0,22.0,6.0,1,1.0
15.0,21.0,6.0,1,1.0
14.0,20.0,6.0,1,1.0
14.0,19.0,6.0,1,1.0
13.0,18.0,6.0,1,1.0
12.0,17.0,6.0,1,1.0
11.0,17.0,6.0,1,1.0
9.0,16.0,6.0,1,1.0
8.0,15.0,6.0,1,1.0
6.0,14.0,6.0,1,1.0
4.0,13.0,6.0,1,1.0
3.0,12.0,6.0,1,1.0
-1.0,11.0,6.0,1,1.0
142.0,119.0,10.0,0,1.0
141.0,118.0,10.0,0,1.0
140.0,117.0,10.0,0,1.0
140.0,116.0,10.0,0,1.0
139.0,115.0,10.0,0,1.0
139.0,114.0,10.0,0,1.0
135.0,113.0,10.0,0,1.0
131.0,112.0,10.0,0,1.0
130.0,111.0,10.0,0,1.0
126.0,110.0,10.0,0,1.0
125.0,109.0,10.0,0,1.0
125.0,108.0,10.0,0,1.0
124.0,107.0,10.0,0,1.0
122.0,106.0,10.0,0,1.0
118.0,105.0,10.0,0,1.0
117.0,104.0,10.0,0,1.0
117.0,103.0,10.0,0,1.0
113.0,102.0,10.0,0,1.0
113.0,101.0,10.0,0,1.0
112.0,100.0,10.0,0,1.0
112.0,99.0,9.0,0,1.0
112.0,98.0,9.0,0,1.0
111.0,97.0,9.0,0,1.0
111.0,96.0,9.0,0,1.0
111.0,95.0,9.0,0,1.0
111.0,94.0,9.0,0,1.0
110.0,93.0,9.0,0,1.0
106.0,92.0,9.0,0,1.0
106.0,91.0,9.0,0,1.0
106.0,90.0,9.0,0,1.0
105.0,90.0,9.0,0,1.0
105.0,89.0,9.0,0,1.0
104.0,88.0,9.0,0,1.0
103.0,87.0,9.0,0,1.0
99.0,86.0,9.0,0,1.0
99.0,85.0,9.0,0,1.0
95.0,84.0,9.0,0,1.0
91.0,83.0,9.0,0,1.0
91.0,82.0,9.0,0,1.0
90.0,81.0,9.0,0,1.0
88.0,80.0,9.0,0,1.0
88.0,79.0,9.0,0,1.0
88.0,78.0,9.0,0,1.0
87.0,77.0,9.0,0,1.0
87.0,76.0,9.0,0,1.0
85.0,75.0,9.0,0,1.0
85.0,74.0,9.0,1,1.0
84.0,73.0,9.0,1,1.0
83.0,72.0,9.0,1,1.0
82.0,72.0,9.0,1,1.0
81.0,71.0,9.0,1,1.0
80.0,70.0,9.0,1,1.0
76.0,69.0,9.0,1,1.0
70.0,68.0,9.0,1,1.0
64.0,67.0,9.0,1,1.0
60.0,66.0,9.0,1,1.0
59.0,65.0,9.0,1,1.0
57.0,64.0,9.0,1,1.0
51.0,63.0,9.0,1,1.0
50.0,62.0,9.0,1,1.0
48.0,61.0,9.0,1,1.0
48.0,60.0,9.0,1,1.0
47.0,59.0,9.0,1,1.0
47.0,58.0,9.0,1,1.0
47.0,57.0,9.0,1,1.0
47.0,56.0,9.0,1,1.0
43.0,55.0,9.0,1,1.0
43.0,54.0,9.0,1,1.0
42.0,53.0,9.0,1,1.0
40.0,53.0,9.0,1,1.0
40.0,52.0,9.0,1,1.0
38.0,52.0,9.0,1,1.0
37.0,51.0,9.0,1,1.0
32.0,50.0,9.0,1,1.0
31.0,49.0,9.0,1,1.0
31.0,48.0,9.0,1,1.0
27.0,47.0,9.0,1,1.0
21.0,46.0,9.0,1,1.0
17.0,45.0,9.0,1,1.0
11.0,44.0,9.0,1,1.0
7.0,43.0,9.0,1,1.0
1.0,42.0,9.0,1,1.0
0.0,42.0,9.0,1,1.0
209.0,119.0,10.0,0,0.0
208.0,119.0,10.0,0,0.0
207.0,118.0,10.0,0,0.0
